freq,siec,nrg_cons,unit,tax,currency,geo,time,value
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NL,2024-S1,0.1678
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NL,2024-S2,0.1573
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NL,2025-S1,0.1587
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NL,2025-S2,0.1459
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2021-S2,0.0738
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2022-S1,0.0895
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2022-S2,0.1246
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2023-S1,0.0739
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2023-S2,0.0559
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2024-S1,0.0607
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2024-S2,0.0471
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2025-S1,0.0533
S,E7000,TOT_KWH,KWH,X_TAX,EUR,NO,2025-S2,0.0548
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2021-S2,0.0721
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2022-S1,0.1016
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2022-S2,0.124
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2023-S1,0.1498
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2023-S2,0.1483
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2024-S1,0.1312
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2024-S2,0.1411
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2025-S1,0.1392
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PL,2025-S2,0.1397
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2021-S2,0.1049
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2022-S1,0.1595
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2022-S2,0.1773
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2023-S1,0.1766
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2023-S2,0.1394
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2024-S1,0.1122
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2024-S2,0.1176
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2025-S1,0.1181
S,E7000,TOT_KWH,KWH,X_TAX,EUR,PT,2025-S2,0.117
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2021-S2,0.1128
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2022-S1,0.194
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2022-S2,0.2914
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2023-S1,0.1582
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2023-S2,0.1526
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2024-S1,0.1341
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2024-S2,0.1418
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2025-S1,0.1437
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RO,2025-S2,0.1573
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2021-S2,0.0736
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2022-S1,0.0822
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2022-S2,0.0899
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2023-S1,0.1168
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2023-S2,0.12
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2024-S1,0.1252
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2024-S2,0.1122
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2025-S1,0.1165
S,E7000,TOT_KWH,KWH,X_TAX,EUR,RS,2025-S2,0.1263
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2020-S1,0.0518
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2020-S2,0.0591
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2021-S1,0.0645
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2021-S2,0.0943
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2022-S1,0.1036
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2022-S2,0.1431
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2023-S1,0.1018
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2023-S2,0.0833
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2024-S1,0.0879
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2024-S2,0.0784
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2025-S1,0.0863
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SE,2025-S2,0.0898
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SI,2021-S2,0.0853
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SI,2022-S1,0.1415
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SI,2022-S2,0.1805
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SI,2023-S1,0.2048
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SI,2023-S2,0.1917
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SI,2024-S1,0.1542
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2021-S2,0.1087
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2022-S1,0.1931
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2022-S2,0.2311
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2023-S1,0.2415
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2023-S2,0.2108
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2024-S1,0.1603
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2024-S2,0.1783
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2025-S1,0.1601
S,E7000,TOT_KWH,KWH,X_TAX,EUR,SK,2025-S2,0.1711
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2021-S2,0.0703
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2022-S1,0.1123
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2022-S2,0.1833
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2023-S1,0.1234
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2023-S2,0.0876
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2024-S1,0.0801
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2024-S2,0.0845
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2025-S1,0.0786
S,E7000,TOT_KWH,KWH,X_TAX,EUR,TR,2025-S2,0.076
